window_id,room,video,label,start_frame,window_length,onset_frame,fps
71,Coffee_room_01,video (12),0,120,60,52,25.0
72,Coffee_room_01,video (13),0,0,60,95,25.0
73,Coffee_room_01,video (13),0,10,60,95,25.0
74,Coffee_room_01,video (13),0,20,60,95,25.0
75,Coffee_room_01,video (13),0,30,60,95,25.0
76,Coffee_room_01,video (13),1,40,60,95,25.0
77,Coffee_room_01,video (13),1,50,60,95,25.0
78,Coffee_room_01,video (13),1,60,60,95,25.0
79,Coffee_room_01,video (13),0,130,60,95,25.0
80,Coffee_room_01,video (13),0,140,60,95,25.0
81,Coffee_room_01,video (13),0,150,60,95,25.0
82,Coffee_room_01,video (13),0,160,60,95,25.0
83,Coffee_room_01,video (13),0,170,60,95,25.0
84,Coffee_room_01,video (13),0,180,60,95,25.0
85,Coffee_room_01,video (14),1,0,60,51,25.0
86,Coffee_room_01,video (14),1,10,60,51,25.0
87,Coffee_room_01,video (14),1,20,60,51,25.0
88,Coffee_room_01,video (14),2,30,60,51,25.0
89,Coffee_room_01,video (14),2,40,60,51,25.0
90,Coffee_room_01,video (14),0,50,60,51,25.0
91,Coffee_room_01,video (14),0,60,60,51,25.0
92,Coffee_room_01,video (14),0,70,60,51,25.0
93,Coffee_room_01,video (14),0,80,60,51,25.0
94,Coffee_room_01,video (14),0,90,60,51,25.0
95,Coffee_room_01,video (14),0,100,60,51,25.0
96,Coffee_room_01,video (14),0,110,60,51,25.0
97,Coffee_room_01,video (15),1,10,60,47,25.0
98,Coffee_room_01,video (15),1,20,60,47,25.0
99,Coffee_room_01,video (15),2,30,60,47,25.0
100,Coffee_room_01,video (15),0,40,60,47,25.0
101,Coffee_room_01,video (15),0,50,60,47,25.0
102,Coffee_room_01,video (15),0,60,60,47,25.0
103,Coffee_room_01,video (15),0,70,60,47,25.0
104,Coffee_room_01,video (15),0,80,60,47,25.0
105,Coffee_room_01,video (16),1,10,60,45,25.0
106,Coffee_room_01,video (16),1,20,60,45,25.0
107,Coffee_room_01,video (16),0,30,60,45,25.0
108,Coffee_room_01,video (16),0,40,60,45,25.0
109,Coffee_room_01,video (16),0,50,60,45,25.0
110,Coffee_room_01,video (16),0,60,60,45,25.0
111,Coffee_room_01,video (16),0,70,60,45,25.0
112,Coffee_room_01,video (16),0,80,60,45,25.0
113,Coffee_room_01,video (16),0,90,60,45,25.0
114,Coffee_room_01,video (16),0,100,60,45,25.0
115,Coffee_room_01,video (16),0,110,60,45,25.0
116,Coffee_room_01,video (17),2,0,60,19,25.0
117,Coffee_room_01,video (17),2,10,60,19,25.0
118,Coffee_room_01,video (17),2,20,60,19,25.0
119,Coffee_room_01,video (17),0,30,60,19,25.0
120,Coffee_room_01,video (17),0,40,60,19,25.0
121,Coffee_room_01,video (17),0,50,60,19,25.0
122,Coffee_room_01,video (17),0,60,60,19,25.0
123,Coffee_room_01,video (17),0,70,60,19,25.0
124,Coffee_room_01,video (17),0,80,60,19,25.0
125,Coffee_room_01,video (17),0,90,60,19,25.0
126,Coffee_room_01,video (18),0,0,60,153,25.0
127,Coffee_room_01,video (18),0,10,60,153,25.0
128,Coffee_room_01,video (18),0,20,60,153,25.0
129,Coffee_room_01,video (18),0,30,60,153,25.0
130,Coffee_room_01,video (18),0,40,60,153,25.0
131,Coffee_room_01,video (18),0,50,60,153,25.0
132,Coffee_room_01,video (18),0,60,60,153,25.0
133,Coffee_room_01,video (18),0,70,60,153,25.0
134,Coffee_room_01,video (18),0,80,60,153,25.0
135,Coffee_room_01,video (18),0,90,60,153,25.0
136,Coffee_room_01,video (18),1,100,60,153,25.0
137,Coffee_room_01,video (18),1,110,60,153,25.0
138,Coffee_room_01,video (18),1,120,60,153,25.0
139,Coffee_room_01,video (18),2,130,60,153,25.0
140,Coffee_room_01,video (18),2,140,60,153,25.0
141,Coffee_room_01,video (18),2,150,60,153,25.0
142,Coffee_room_01,video (18),0,160,60,153,25.0
143,Coffee_room_01,video (18),0,170,60,153,25.0
144,Coffee_room_01,video (18),0,180,60,153,25.0
145,Coffee_room_01,video (18),0,190,60,153,25.0
146,Coffee_room_01,video (18),0,200,60,153,25.0
147,Coffee_room_01,video (19),0,0,60,88,25.0
148,Coffee_room_01,video (19),0,10,60,88,25.0
149,Coffee_room_01,video (19),0,20,60,88,25.0
150,Coffee_room_01,video (19),1,30,60,88,25.0
151,Coffee_room_01,video (19),1,40,60,88,25.0
152,Coffee_room_01,video (19),1,50,60,88,25.0
153,Coffee_room_01,video (19),2,60,60,88,25.0
154,Coffee_room_01,video (19),2,70,60,88,25.0
155,Coffee_room_01,video (19),2,80,60,88,25.0
156,Coffee_room_01,video (19),2,90,60,88,25.0
157,Coffee_room_01,video (19),0,100,60,88,25.0
158,Coffee_room_01,video (19),0,110,60,88,25.0
159,Coffee_room_01,video (19),0,120,60,88,25.0
160,Coffee_room_01,video (19),0,130,60,88,25.0
161,Coffee_room_01,video (19),0,140,60,88,25.0
162,Coffee_room_01,video (19),0,150,60,88,25.0
163,Coffee_room_01,video (2),0,0,60,191,25.0
164,Coffee_room_01,video (2),0,10,60,191,25.0
165,Coffee_room_01,video (2),0,20,60,191,25.0
166,Coffee_room_01,video (2),0,30,60,191,25.0
167,Coffee_room_01,video (2),0,40,60,191,25.0
168,Coffee_room_01,video (2),0,50,60,191,25.0
169,Coffee_room_01,video (2),0,60,60,191,25.0
170,Coffee_room_01,video (2),0,70,60,191,25.0
171,Coffee_room_01,video (2),0,80,60,191,25.0
172,Coffee_room_01,video (2),0,90,60,191,25.0
173,Coffee_room_01,video (2),0,100,60,191,25.0
174,Coffee_room_01,video (2),0,110,60,191,25.0
175,Coffee_room_01,video (2),0,120,60,191,25.0
176,Coffee_room_01,video (2),0,130,60,191,25.0
177,Coffee_room_01,video (2),1,140,60,191,25.0
178,Coffee_room_01,video (2),1,150,60,191,25.0
179,Coffee_room_01,video (2),1,160,60,191,25.0
180,Coffee_room_01,video (2),2,170,60,191,25.0
181,Coffee_room_01,video (2),2,180,60,191,25.0
182,Coffee_room_01,video (2),0,190,60,191,25.0
183,Coffee_room_01,video (2),0,200,60,191,25.0
184,Coffee_room_01,video (2),0,210,60,191,25.0
185,Coffee_room_01,video (2),0,220,60,191,25.0
186,Coffee_room_01,video (2),0,230,60,191,25.0
187,Coffee_room_01,video (2),0,240,60,191,25.0
188,Coffee_room_01,video (20),0,0,60,329,25.0
189,Coffee_room_01,video (20),0,10,60,329,25.0
190,Coffee_room_01,video (20),0,20,60,329,25.0
191,Coffee_room_01,video (20),0,30,60,329,25.0
192,Coffee_room_01,video (20),0,40,60,329,25.0
193,Coffee_room_01,video (20),0,50,60,329,25.0
194,Coffee_room_01,video (20),0,60,60,329,25.0
195,Coffee_room_01,video (20),0,70,60,329,25.0
196,Coffee_room_01,video (20),0,80,60,329,25.0
197,Coffee_room_01,video (20),0,90,60,329,25.0
198,Coffee_room_01,video (20),0,100,60,329,25.0
199,Coffee_room_01,video (20),0,110,60,329,25.0
200,Coffee_room_01,video (20),0,120,60,329,25.0
201,Coffee_room_01,video (20),0,130,60,329,25.0
202,Coffee_room_01,video (20),0,140,60,329,25.0
203,Coffee_room_01,video (20),0,150,60,329,25.0
204,Coffee_room_01,video (20),0,160,60,329,25.0
205,Coffee_room_01,video (20),0,170,60,329,25.0
206,Coffee_room_01,video (20),0,180,60,329,25.0
207,Coffee_room_01,video (20),0,190,60,329,25.0
208,Coffee_room_01,video (20),0,200,60,329,25.0
209,Coffee_room_01,video (20),0,210,60,329,25.0
210,Coffee_room_01,video (20),0,220,60,329,25.0
211,Coffee_room_01,video (20),0,230,60,329,25.0
212,Coffee_room_01,video (20),0,240,60,329,25.0
213,Coffee_room_01,video (20),0,250,60,329,25.0
214,Coffee_room_01,video (20),0,260,60,329,25.0
215,Coffee_room_01,video (20),1,270,60,329,25.0
216,Coffee_room_01,video (20),1,280,60,329,25.0
217,Coffee_room_01,video (20),0,350,60,329,25.0
218,Coffee_room_01,video (20),0,360,60,329,25.0
219,Coffee_room_01,video (20),0,370,60,329,25.0
220,Coffee_room_01,video (20),0,380,60,329,25.0
221,Coffee_room_01,video (21),0,0,60,84,25.0
222,Coffee_room_01,video (21),0,10,60,84,25.0
223,Coffee_room_01,video (21),0,20,60,84,25.0
224,Coffee_room_01,video (21),1,30,60,84,25.0
225,Coffee_room_01,video (21),1,40,60,84,25.0
226,Coffee_room_01,video (21),1,50,60,84,25.0
227,Coffee_room_01,video (21),1,60,60,84,25.0
228,Coffee_room_01,video (21),0,70,60,84,25.0
229,Coffee_room_01,video (21),0,80,60,84,25.0
230,Coffee_room_01,video (21),0,90,60,84,25.0
231,Coffee_room_01,video (21),0,100,60,84,25.0
232,Coffee_room_01,video (21),0,110,60,84,25.0
233,Coffee_room_01,video (21),0,120,60,84,25.0
234,Coffee_room_01,video (22),0,0,60,124,25.0
235,Coffee_room_01,video (22),0,10,60,124,25.0
236,Coffee_room_01,video (22),0,20,60,124,25.0
237,Coffee_room_01,video (22),0,30,60,124,25.0
238,Coffee_room_01,video (22),0,40,60,124,25.0
239,Coffee_room_01,video (22),0,50,60,124,25.0
240,Coffee_room_01,video (22),0,60,60,124,25.0
241,Coffee_room_01,video (22),1,70,60,124,25.0
242,Coffee_room_01,video (22),1,80,60,124,25.0
243,Coffee_room_01,video (22),1,90,60,124,25.0
244,Coffee_room_01,video (22),1,100,60,124,25.0
245,Coffee_room_01,video (22),0,110,60,124,25.0
246,Coffee_room_01,video (22),0,120,60,124,25.0
247,Coffee_room_01,video (22),0,130,60,124,25.0
248,Coffee_room_01,video (22),0,140,60,124,25.0
249,Coffee_room_01,video (22),0,150,60,124,25.0
250,Coffee_room_01,video (22),0,160,60,124,25.0
251,Coffee_room_01,video (23),0,0,60,208,25.0
252,Coffee_room_01,video (23),0,10,60,208,25.0
253,Coffee_room_01,video (23),0,20,60,208,25.0
254,Coffee_room_01,video (23),0,30,60,208,25.0
255,Coffee_room_01,video (23),0,40,60,208,25.0
256,Coffee_room_01,video (23),0,50,60,208,25.0
257,Coffee_room_01,video (23),0,60,60,208,25.0
258,Coffee_room_01,video (23),0,70,60,208,25.0
259,Coffee_room_01,video (23),0,80,60,208,25.0
260,Coffee_room_01,video (23),0,90,60,208,25.0
261,Coffee_room_01,video (23),0,100,60,208,25.0
262,Coffee_room_01,video (23),0,110,60,208,25.0
263,Coffee_room_01,video (23),0,120,60,208,25.0
264,Coffee_room_01,video (23),0,130,60,208,25.0
265,Coffee_room_01,video (23),0,140,60,208,25.0
266,Coffee_room_01,video (23),1,150,60,208,25.0
267,Coffee_room_01,video (23),1,160,60,208,25.0
268,Coffee_room_01,video (23),1,170,60,208,25.0
269,Coffee_room_01,video (23),2,180,60,208,25.0
270,Coffee_room_01,video (23),2,190,60,208,25.0
271,Coffee_room_01,video (23),2,200,60,208,25.0
272,Coffee_room_01,video (23),2,210,60,208,25.0
273,Coffee_room_01,video (23),0,220,60,208,25.0
274,Coffee_room_01,video (23),0,230,60,208,25.0
275,Coffee_room_01,video (23),0,240,60,208,25.0
276,Coffee_room_01,video (23),0,250,60,208,25.0
277,Coffee_room_01,video (24),0,0,60,208,25.0
278,Coffee_room_01,video (24),0,10,60,208,25.0
279,Coffee_room_01,video (24),0,20,60,208,25.0
280,Coffee_room_01,video (24),0,30,60,208,25.0
281,Coffee_room_01,video (24),0,40,60,208,25.0
282,Coffee_room_01,video (24),0,50,60,208,25.0
283,Coffee_room_01,video (24),0,60,60,208,25.0
284,Coffee_room_01,video (24),0,70,60,208,25.0
285,Coffee_room_01,video (24),0,80,60,208,25.0
286,Coffee_room_01,video (24),0,90,60,208,25.0
287,Coffee_room_01,video (24),0,100,60,208,25.0
288,Coffee_room_01,video (24),0,110,60,208,25.0
289,Coffee_room_01,video (24),0,120,60,208,25.0
290,Coffee_room_01,video (24),0,130,60,208,25.0
291,Coffee_room_01,video (24),0,140,60,208,25.0
292,Coffee_room_01,video (24),1,150,60,208,25.0
293,Coffee_room_01,video (24),1,160,60,208,25.0
294,Coffee_room_01,video (24),1,170,60,208,25.0
295,Coffee_room_01,video (24),1,180,60,208,25.0
296,Coffee_room_01,video (24),2,190,60,208,25.0
297,Coffee_room_01,video (24),2,200,60,208,25.0
298,Coffee_room_01,video (25),0,0,60,136,25.0
299,Coffee_room_01,video (25),0,10,60,136,25.0
300,Coffee_room_01,video (25),0,20,60,136,25.0
301,Coffee_room_01,video (25),0,30,60,136,25.0
302,Coffee_room_01,video (25),0,40,60,136,25.0
303,Coffee_room_01,video (25),0,50,60,136,25.0
304,Coffee_room_01,video (25),0,60,60,136,25.0
305,Coffee_room_01,video (25),0,70,60,136,25.0
306,Coffee_room_01,video (25),1,80,60,136,25.0
307,Coffee_room_01,video (25),1,90,60,136,25.0
308,Coffee_room_01,video (25),1,100,60,136,25.0
309,Coffee_room_01,video (25),2,110,60,136,25.0
310,Coffee_room_01,video (25),2,120,60,136,25.0
311,Coffee_room_01,video (25),2,130,60,136,25.0
312,Coffee_room_01,video (25),2,140,60,136,25.0
313,Coffee_room_01,video (25),0,150,60,136,25.0
314,Coffee_room_01,video (25),0,160,60,136,25.0
315,Coffee_room_01,video (25),0,170,60,136,25.0
316,Coffee_room_01,video (25),0,180,60,136,25.0
317,Coffee_room_01,video (25),0,190,60,136,25.0
318,Coffee_room_01,video (25),0,200,60,136,25.0
319,Coffee_room_01,video (26),0,0,60,-1,25.0
320,Coffee_room_01,video (26),0,10,60,-1,25.0
321,Coffee_room_01,video (26),0,20,60,-1,25.0
322,Coffee_room_01,video (26),0,30,60,-1,25.0
323,Coffee_room_01,video (26),0,40,60,-1,25.0
324,Coffee_room_01,video (26),0,50,60,-1,25.0
325,Coffee_room_01,video (26),0,60,60,-1,25.0
326,Coffee_room_01,video (26),0,70,60,-1,25.0
327,Coffee_room_01,video (26),0,80,60,-1,25.0
328,Coffee_room_01,video (26),0,90,60,-1,25.0
329,Coffee_room_01,video (26),0,100,60,-1,25.0
330,Coffee_room_01,video (26),0,110,60,-1,25.0
331,Coffee_room_01,video (26),0,120,60,-1,25.0
332,Coffee_room_01,video (26),0,130,60,-1,25.0
333,Coffee_room_01,video (26),0,140,60,-1,25.0
334,Coffee_room_01,video (26),0,150,60,-1,25.0
335,Coffee_room_01,video (26),0,160,60,-1,25.0
336,Coffee_room_01,video (26),0,170,60,-1,25.0
337,Coffee_room_01,video (26),0,180,60,-1,25.0
338,Coffee_room_01,video (26),0,190,60,-1,25.0
339,Coffee_room_01,video (26),0,200,60,-1,25.0
340,Coffee_room_01,video (26),0,210,60,-1,25.0
341,Coffee_room_01,video (27),0,0,60,162,25.0
342,Coffee_room_01,video (27),0,10,60,162,25.0
343,Coffee_room_01,video (27),0,20,60,162,25.0
344,Coffee_room_01,video (27),0,30,60,162,25.0
345,Coffee_room_01,video (27),0,40,60,162,25.0
346,Coffee_room_01,video (27),0,50,60,162,25.0
347,Coffee_room_01,video (27),0,60,60,162,25.0
348,Coffee_room_01,video (27),0,70,60,162,25.0
349,Coffee_room_01,video (27),0,80,60,162,25.0
350,Coffee_room_01,video (27),0,90,60,162,25.0
351,Coffee_room_01,video (27),0,100,60,162,25.0
352,Coffee_room_01,video (27),1,110,60,162,25.0
353,Coffee_room_01,video (27),1,120,60,162,25.0
354,Coffee_room_01,video (27),1,130,60,162,25.0
355,Coffee_room_01,video (27),2,140,60,162,25.0
356,Coffee_room_01,video (27),2,150,60,162,25.0
357,Coffee_room_01,video (27),2,160,60,162,25.0
358,Coffee_room_01,video (27),0,170,60,162,25.0
359,Coffee_room_01,video (27),0,180,60,162,25.0
360,Coffee_room_01,video (27),0,190,60,162,25.0
361,Coffee_room_01,video (28),1,0,60,58,25.0
362,Coffee_room_01,video (28),0,70,60,58,25.0
363,Coffee_room_01,video (28),0,80,60,58,25.0
364,Coffee_room_01,video (28),0,90,60,58,25.0
365,Coffee_room_01,video (28),0,100,60,58,25.0
366,Coffee_room_01,video (28),0,110,60,58,25.0
367,Coffee_room_01,video (29),0,0,60,296,25.0
368,Coffee_room_01,video (29),0,10,60,296,25.0
369,Coffee_room_01,video (29),0,20,60,296,25.0
370,Coffee_room_01,video (29),0,30,60,296,25.0
371,Coffee_room_01,video (29),0,40,60,296,25.0
372,Coffee_room_01,video (29),0,50,60,296,25.0
373,Coffee_room_01,video (29),0,60,60,296,25.0
374,Coffee_room_01,video (29),0,70,60,296,25.0
375,Coffee_room_01,video (29),0,80,60,296,25.0
376,Coffee_room_01,video (29),0,90,60,296,25.0
377,Coffee_room_01,video (29),0,100,60,296,25.0
378,Coffee_room_01,video (29),0,110,60,296,25.0
379,Coffee_room_01,video (29),0,120,60,296,25.0
380,Coffee_room_01,video (29),0,130,60,296,25.0
381,Coffee_room_01,video (29),0,140,60,296,25.0
382,Coffee_room_01,video (29),0,150,60,296,25.0
383,Coffee_room_01,video (29),0,160,60,296,25.0
384,Coffee_room_01,video (29),0,170,60,296,25.0
385,Coffee_room_01,video (29),0,180,60,296,25.0
386,Coffee_room_01,video (29),0,190,60,296,25.0
387,Coffee_room_01,video (29),0,200,60,296,25.0
388,Coffee_room_01,video (29),0,210,60,296,25.0
389,Coffee_room_01,video (29),0,220,60,296,25.0
390,Coffee_room_01,video (29),0,230,60,296,25.0
391,Coffee_room_01,video (29),1,240,60,296,25.0
392,Coffee_room_01,video (3),0,30,60,222,25.0
393,Coffee_room_01,video (3),0,40,60,222,25.0
394,Coffee_room_01,video (3),0,50,60,222,25.0
395,Coffee_room_01,video (3),0,60,60,222,25.0
396,Coffee_room_01,video (3),0,70,60,222,25.0
397,Coffee_room_01,video (3),0,80,60,222,25.0
398,Coffee_room_01,video (3),0,90,60,222,25.0
399,Coffee_room_01,video (3),0,100,60,222,25.0
400,Coffee_room_01,video (3),0,110,60,222,25.0
401,Coffee_room_01,video (3),0,120,60,222,25.0
402,Coffee_room_01,video (3),0,130,60,222,25.0
403,Coffee_room_01,video (3),0,140,60,222,25.0
404,Coffee_room_01,video (3),0,150,60,222,25.0
405,Coffee_room_01,video (3),0,160,60,222,25.0
406,Coffee_room_01,video (3),1,170,60,222,25.0
407,Coffee_room_01,video (3),1,180,60,222,25.0
408,Coffee_room_01,video (3),1,190,60,222,25.0
409,Coffee_room_01,video (3),2,200,60,222,25.0
410,Coffee_room_01,video (3),2,210,60,222,25.0
411,Coffee_room_01,video (3),2,220,60,222,25.0
412,Coffee_room_01,video (3),2,230,60,222,25.0
413,Coffee_room_01,video (3),0,240,60,222,25.0
414,Coffee_room_01,video (30),0,0,60,79,25.0
415,Coffee_room_01,video (30),0,10,60,79,25.0
416,Coffee_room_01,video (30),1,20,60,79,25.0
417,Coffee_room_01,video (30),1,30,60,79,25.0
418,Coffee_room_01,video (30),1,40,60,79,25.0
419,Coffee_room_01,video (30),1,50,60,79,25.0
420,Coffee_room_01,video (30),2,60,60,79,25.0
421,Coffee_room_01,video (30),0,70,60,79,25.0
422,Coffee_room_01,video (30),0,80,60,79,25.0
423,Coffee_room_01,video (31),0,0,60,157,25.0
424,Coffee_room_01,video (31),0,10,60,157,25.0
425,Coffee_room_01,video (31),0,20,60,157,25.0
426,Coffee_room_01,video (31),0,30,60,157,25.0
427,Coffee_room_01,video (31),0,40,60,157,25.0
428,Coffee_room_01,video (31),0,50,60,157,25.0
429,Coffee_room_01,video (31),0,60,60,157,25.0
430,Coffee_room_01,video (31),0,70,60,157,25.0
431,Coffee_room_01,video (31),0,80,60,157,25.0
432,Coffee_room_01,video (31),0,90,60,157,25.0
433,Coffee_room_01,video (31),1,100,60,157,25.0
434,Coffee_room_01,video (32),0,0,60,205,25.0
435,Coffee_room_01,video (32),0,10,60,205,25.0
436,Coffee_room_01,video (32),0,20,60,205,25.0
437,Coffee_room_01,video (32),0,30,60,205,25.0
438,Coffee_room_01,video (32),0,40,60,205,25.0
439,Coffee_room_01,video (32),0,50,60,205,25.0
440,Coffee_room_01,video (32),0,60,60,205,25.0
441,Coffee_room_01,video (32),0,70,60,205,25.0
442,Coffee_room_01,video (32),0,210,60,205,25.0
443,Coffee_room_01,video (32),0,220,60,205,25.0
444,Coffee_room_01,video (32),0,230,60,205,25.0
445,Coffee_room_01,video (32),0,240,60,205,25.0
446,Coffee_room_01,video (33),0,0,60,86,25.0
447,Coffee_room_01,video (33),0,10,60,86,25.0
448,Coffee_room_01,video (33),0,20,60,86,25.0
449,Coffee_room_01,video (33),1,30,60,86,25.0
450,Coffee_room_01,video (33),1,40,60,86,25.0
451,Coffee_room_01,video (33),1,50,60,86,25.0
452,Coffee_room_01,video (33),2,60,60,86,25.0
453,Coffee_room_01,video (33),2,70,60,86,25.0
454,Coffee_room_01,video (33),2,80,60,86,25.0
455,Coffee_room_01,video (33),0,90,60,86,25.0
456,Coffee_room_01,video (33),0,100,60,86,25.0
457,Coffee_room_01,video (33),0,110,60,86,25.0
458,Coffee_room_01,video (33),0,120,60,86,25.0
459,Coffee_room_01,video (33),0,130,60,86,25.0
460,Coffee_room_01,video (33),0,140,60,86,25.0
461,Coffee_room_01,video (33),0,150,60,86,25.0
462,Coffee_room_01,video (33),0,160,60,86,25.0
463,Coffee_room_01,video (34),0,0,60,330,25.0
464,Coffee_room_01,video (34),0,10,60,330,25.0
465,Coffee_room_01,video (34),0,20,60,330,25.0
466,Coffee_room_01,video (34),0,30,60,330,25.0
467,Coffee_room_01,video (34),0,40,60,330,25.0
468,Coffee_room_01,video (34),0,50,60,330,25.0
469,Coffee_room_01,video (34),0,60,60,330,25.0
470,Coffee_room_01,video (34),0,70,60,330,25.0
471,Coffee_room_01,video (34),0,80,60,330,25.0
472,Coffee_room_01,video (34),0,90,60,330,25.0
473,Coffee_room_01,video (34),0,100,60,330,25.0
474,Coffee_room_01,video (34),0,110,60,330,25.0
475,Coffee_room_01,video (34),0,120,60,330,25.0
476,Coffee_room_01,video (34),0,130,60,330,25.0
477,Coffee_room_01,video (34),0,140,60,330,25.0
478,Coffee_room_01,video (34),0,150,60,330,25.0
479,Coffee_room_01,video (34),0,160,60,330,25.0
480,Coffee_room_01,video (34),0,170,60,330,25.0
481,Coffee_room_01,video (34),0,180,60,330,25.0
482,Coffee_room_01,video (34),0,190,60,330,25.0
483,Coffee_room_01,video (34),0,200,60,330,25.0
484,Coffee_room_01,video (34),0,210,60,330,25.0
485,Coffee_room_01,video (34),0,220,60,330,25.0
486,Coffee_room_01,video (34),0,230,60,330,25.0
487,Coffee_room_01,video (34),0,240,60,330,25.0
488,Coffee_room_01,video (34),0,250,60,330,25.0
489,Coffee_room_01,video (34),0,260,60,330,25.0
490,Coffee_room_01,video (34),1,270,60,330,25.0
491,Coffee_room_01,video (34),1,280,60,330,25.0
492,Coffee_room_01,video (34),1,290,60,330,25.0
493,Coffee_room_01,video (34),1,300,60,330,25.0
494,Coffee_room_01,video (34),2,310,60,330,25.0
495,Coffee_room_01,video (34),2,320,60,330,25.0
496,Coffee_room_01,video (34),0,330,60,330,25.0
497,Coffee_room_01,video (34),0,340,60,330,25.0
498,Coffee_room_01,video (34),0,350,60,330,25.0
499,Coffee_room_01,video (35),0,0,60,73,25.0
500,Coffee_room_01,video (35),0,10,60,73,25.0
501,Coffee_room_01,video (35),1,20,60,73,25.0
502,Coffee_room_01,video (35),1,30,60,73,25.0
503,Coffee_room_01,video (35),1,40,60,73,25.0
504,Coffee_room_01,video (35),2,50,60,73,25.0
505,Coffee_room_01,video (35),2,60,60,73,25.0
506,Coffee_room_01,video (35),2,70,60,73,25.0
507,Coffee_room_01,video (35),0,80,60,73,25.0
508,Coffee_room_01,video (35),0,90,60,73,25.0
509,Coffee_room_01,video (35),0,100,60,73,25.0
510,Coffee_room_01,video (35),0,110,60,73,25.0
511,Coffee_room_01,video (35),0,120,60,73,25.0
512,Coffee_room_01,video (35),0,130,60,73,25.0
513,Coffee_room_01,video (35),0,140,60,73,25.0
514,Coffee_room_01,video (35),0,150,60,73,25.0
