window_id,room,video,label,start_frame,window_length,onset_frame,fps
140,Coffee_room_01,video (15),2,50,15,47,25.0
141,Coffee_room_01,video (15),2,60,15,47,25.0
142,Coffee_room_01,video (15),0,70,15,47,25.0
143,Coffee_room_01,video (15),0,80,15,47,25.0
144,Coffee_room_01,video (15),0,90,15,47,25.0
145,Coffee_room_01,video (15),0,100,15,47,25.0
146,Coffee_room_01,video (15),0,110,15,47,25.0
147,Coffee_room_01,video (15),0,120,15,47,25.0
148,Coffee_room_01,video (16),1,10,15,45,25.0
149,Coffee_room_01,video (16),1,20,15,45,25.0
150,Coffee_room_01,video (16),1,30,15,45,25.0
151,Coffee_room_01,video (16),2,40,15,45,25.0
152,Coffee_room_01,video (16),2,50,15,45,25.0
153,Coffee_room_01,video (16),0,60,15,45,25.0
154,Coffee_room_01,video (16),0,70,15,45,25.0
155,Coffee_room_01,video (16),0,80,15,45,25.0
156,Coffee_room_01,video (16),0,90,15,45,25.0
157,Coffee_room_01,video (16),0,100,15,45,25.0
158,Coffee_room_01,video (16),0,110,15,45,25.0
159,Coffee_room_01,video (16),0,120,15,45,25.0
160,Coffee_room_01,video (16),0,130,15,45,25.0
161,Coffee_room_01,video (16),0,140,15,45,25.0
162,Coffee_room_01,video (16),0,150,15,45,25.0
163,Coffee_room_01,video (16),0,160,15,45,25.0
164,Coffee_room_01,video (17),1,0,15,19,25.0
165,Coffee_room_01,video (17),1,10,15,19,25.0
166,Coffee_room_01,video (17),2,20,15,19,25.0
167,Coffee_room_01,video (17),2,30,15,19,25.0
168,Coffee_room_01,video (17),2,40,15,19,25.0
169,Coffee_room_01,video (17),0,50,15,19,25.0
170,Coffee_room_01,video (17),0,60,15,19,25.0
171,Coffee_room_01,video (17),0,70,15,19,25.0
172,Coffee_room_01,video (17),0,80,15,19,25.0
173,Coffee_room_01,video (17),0,90,15,19,25.0
174,Coffee_room_01,video (17),0,100,15,19,25.0
175,Coffee_room_01,video (17),0,110,15,19,25.0
176,Coffee_room_01,video (17),0,120,15,19,25.0
177,Coffee_room_01,video (17),0,130,15,19,25.0
178,Coffee_room_01,video (17),0,140,15,19,25.0
179,Coffee_room_01,video (18),0,0,15,153,25.0
180,Coffee_room_01,video (18),0,10,15,153,25.0
181,Coffee_room_01,video (18),0,20,15,153,25.0
182,Coffee_room_01,video (18),0,30,15,153,25.0
183,Coffee_room_01,video (18),0,40,15,153,25.0
184,Coffee_room_01,video (18),0,50,15,153,25.0
185,Coffee_room_01,video (18),0,60,15,153,25.0
186,Coffee_room_01,video (18),0,70,15,153,25.0
187,Coffee_room_01,video (18),0,80,15,153,25.0
188,Coffee_room_01,video (18),0,90,15,153,25.0
189,Coffee_room_01,video (18),0,100,15,153,25.0
190,Coffee_room_01,video (18),0,110,15,153,25.0
191,Coffee_room_01,video (18),1,120,15,153,25.0
192,Coffee_room_01,video (18),1,130,15,153,25.0
193,Coffee_room_01,video (18),1,140,15,153,25.0
194,Coffee_room_01,video (18),2,150,15,153,25.0
195,Coffee_room_01,video (18),2,160,15,153,25.0
196,Coffee_room_01,video (18),2,170,15,153,25.0
197,Coffee_room_01,video (18),0,180,15,153,25.0
198,Coffee_room_01,video (18),0,190,15,153,25.0
199,Coffee_room_01,video (18),0,200,15,153,25.0
200,Coffee_room_01,video (18),0,210,15,153,25.0
201,Coffee_room_01,video (18),0,220,15,153,25.0
202,Coffee_room_01,video (18),0,230,15,153,25.0
203,Coffee_room_01,video (18),0,240,15,153,25.0
204,Coffee_room_01,video (18),0,250,15,153,25.0
205,Coffee_room_01,video (19),0,0,15,88,25.0
206,Coffee_room_01,video (19),0,10,15,88,25.0
207,Coffee_room_01,video (19),0,20,15,88,25.0
208,Coffee_room_01,video (19),0,30,15,88,25.0
209,Coffee_room_01,video (19),0,40,15,88,25.0
210,Coffee_room_01,video (19),0,50,15,88,25.0
211,Coffee_room_01,video (19),1,60,15,88,25.0
212,Coffee_room_01,video (19),1,70,15,88,25.0
213,Coffee_room_01,video (19),1,80,15,88,25.0
214,Coffee_room_01,video (19),2,90,15,88,25.0
215,Coffee_room_01,video (19),2,100,15,88,25.0
216,Coffee_room_01,video (19),2,110,15,88,25.0
217,Coffee_room_01,video (19),2,120,15,88,25.0
218,Coffee_room_01,video (19),0,130,15,88,25.0
219,Coffee_room_01,video (19),0,140,15,88,25.0
220,Coffee_room_01,video (19),0,150,15,88,25.0
221,Coffee_room_01,video (19),0,160,15,88,25.0
222,Coffee_room_01,video (19),0,170,15,88,25.0
223,Coffee_room_01,video (19),0,180,15,88,25.0
224,Coffee_room_01,video (19),0,190,15,88,25.0
225,Coffee_room_01,video (2),0,0,15,191,25.0
226,Coffee_room_01,video (2),0,10,15,191,25.0
227,Coffee_room_01,video (2),0,20,15,191,25.0
228,Coffee_room_01,video (2),0,30,15,191,25.0
229,Coffee_room_01,video (2),0,40,15,191,25.0
230,Coffee_room_01,video (2),0,50,15,191,25.0
231,Coffee_room_01,video (2),0,60,15,191,25.0
232,Coffee_room_01,video (2),0,70,15,191,25.0
233,Coffee_room_01,video (2),0,80,15,191,25.0
234,Coffee_room_01,video (2),0,90,15,191,25.0
235,Coffee_room_01,video (2),0,100,15,191,25.0
236,Coffee_room_01,video (2),0,110,15,191,25.0
237,Coffee_room_01,video (2),0,120,15,191,25.0
238,Coffee_room_01,video (2),0,130,15,191,25.0
239,Coffee_room_01,video (2),0,140,15,191,25.0
240,Coffee_room_01,video (2),0,150,15,191,25.0
241,Coffee_room_01,video (2),1,160,15,191,25.0
242,Coffee_room_01,video (2),1,170,15,191,25.0
243,Coffee_room_01,video (2),1,180,15,191,25.0
244,Coffee_room_01,video (2),2,190,15,191,25.0
245,Coffee_room_01,video (2),2,200,15,191,25.0
246,Coffee_room_01,video (2),2,210,15,191,25.0
247,Coffee_room_01,video (2),0,220,15,191,25.0
248,Coffee_room_01,video (2),0,230,15,191,25.0
249,Coffee_room_01,video (2),0,240,15,191,25.0
250,Coffee_room_01,video (2),0,250,15,191,25.0
251,Coffee_room_01,video (2),0,260,15,191,25.0
252,Coffee_room_01,video (2),0,270,15,191,25.0
253,Coffee_room_01,video (2),0,280,15,191,25.0
254,Coffee_room_01,video (2),0,290,15,191,25.0
255,Coffee_room_01,video (20),0,0,15,329,25.0
256,Coffee_room_01,video (20),0,10,15,329,25.0
257,Coffee_room_01,video (20),0,20,15,329,25.0
258,Coffee_room_01,video (20),0,30,15,329,25.0
259,Coffee_room_01,video (20),0,40,15,329,25.0
260,Coffee_room_01,video (20),0,50,15,329,25.0
261,Coffee_room_01,video (20),0,60,15,329,25.0
262,Coffee_room_01,video (20),0,70,15,329,25.0
263,Coffee_room_01,video (20),0,80,15,329,25.0
264,Coffee_room_01,video (20),0,90,15,329,25.0
265,Coffee_room_01,video (20),0,100,15,329,25.0
266,Coffee_room_01,video (20),0,110,15,329,25.0
267,Coffee_room_01,video (20),0,120,15,329,25.0
268,Coffee_room_01,video (20),0,130,15,329,25.0
269,Coffee_room_01,video (20),0,140,15,329,25.0
270,Coffee_room_01,video (20),0,150,15,329,25.0
271,Coffee_room_01,video (20),0,160,15,329,25.0
272,Coffee_room_01,video (20),0,170,15,329,25.0
273,Coffee_room_01,video (20),0,180,15,329,25.0
274,Coffee_room_01,video (20),0,190,15,329,25.0
275,Coffee_room_01,video (20),0,200,15,329,25.0
276,Coffee_room_01,video (20),0,210,15,329,25.0
277,Coffee_room_01,video (20),0,220,15,329,25.0
278,Coffee_room_01,video (20),0,230,15,329,25.0
279,Coffee_room_01,video (20),0,240,15,329,25.0
280,Coffee_room_01,video (20),0,250,15,329,25.0
281,Coffee_room_01,video (20),0,260,15,329,25.0
282,Coffee_room_01,video (20),0,270,15,329,25.0
283,Coffee_room_01,video (20),0,280,15,329,25.0
284,Coffee_room_01,video (20),0,290,15,329,25.0
285,Coffee_room_01,video (20),1,300,15,329,25.0
286,Coffee_room_01,video (20),1,310,15,329,25.0
287,Coffee_room_01,video (20),1,320,15,329,25.0
288,Coffee_room_01,video (20),2,350,15,329,25.0
289,Coffee_room_01,video (20),2,360,15,329,25.0
290,Coffee_room_01,video (20),0,370,15,329,25.0
291,Coffee_room_01,video (20),0,380,15,329,25.0
292,Coffee_room_01,video (20),0,390,15,329,25.0
293,Coffee_room_01,video (20),0,400,15,329,25.0
294,Coffee_room_01,video (20),0,410,15,329,25.0
295,Coffee_room_01,video (20),0,420,15,329,25.0
296,Coffee_room_01,video (21),0,0,15,84,25.0
297,Coffee_room_01,video (21),0,10,15,84,25.0
298,Coffee_room_01,video (21),0,20,15,84,25.0
299,Coffee_room_01,video (21),0,30,15,84,25.0
300,Coffee_room_01,video (21),0,40,15,84,25.0
301,Coffee_room_01,video (21),1,50,15,84,25.0
302,Coffee_room_01,video (21),1,60,15,84,25.0
303,Coffee_room_01,video (21),1,70,15,84,25.0
304,Coffee_room_01,video (21),2,80,15,84,25.0
305,Coffee_room_01,video (21),2,90,15,84,25.0
306,Coffee_room_01,video (21),0,100,15,84,25.0
307,Coffee_room_01,video (21),0,110,15,84,25.0
308,Coffee_room_01,video (21),0,120,15,84,25.0
309,Coffee_room_01,video (21),0,130,15,84,25.0
310,Coffee_room_01,video (21),0,140,15,84,25.0
311,Coffee_room_01,video (21),0,150,15,84,25.0
312,Coffee_room_01,video (21),0,160,15,84,25.0
313,Coffee_room_01,video (22),0,0,15,124,25.0
314,Coffee_room_01,video (22),0,10,15,124,25.0
315,Coffee_room_01,video (22),0,20,15,124,25.0
316,Coffee_room_01,video (22),0,30,15,124,25.0
317,Coffee_room_01,video (22),0,40,15,124,25.0
318,Coffee_room_01,video (22),0,50,15,124,25.0
319,Coffee_room_01,video (22),0,60,15,124,25.0
320,Coffee_room_01,video (22),0,70,15,124,25.0
321,Coffee_room_01,video (22),0,80,15,124,25.0
322,Coffee_room_01,video (22),1,90,15,124,25.0
323,Coffee_room_01,video (22),1,100,15,124,25.0
324,Coffee_room_01,video (22),1,110,15,124,25.0
325,Coffee_room_01,video (22),2,120,15,124,25.0
326,Coffee_room_01,video (22),2,130,15,124,25.0
327,Coffee_room_01,video (22),0,140,15,124,25.0
328,Coffee_room_01,video (22),0,150,15,124,25.0
329,Coffee_room_01,video (22),0,160,15,124,25.0
330,Coffee_room_01,video (22),0,170,15,124,25.0
331,Coffee_room_01,video (22),0,180,15,124,25.0
332,Coffee_room_01,video (22),0,190,15,124,25.0
333,Coffee_room_01,video (22),0,200,15,124,25.0
334,Coffee_room_01,video (22),0,210,15,124,25.0
335,Coffee_room_01,video (23),0,0,15,208,25.0
336,Coffee_room_01,video (23),0,10,15,208,25.0
337,Coffee_room_01,video (23),0,20,15,208,25.0
338,Coffee_room_01,video (23),0,30,15,208,25.0
339,Coffee_room_01,video (23),0,40,15,208,25.0
340,Coffee_room_01,video (23),0,50,15,208,25.0
341,Coffee_room_01,video (23),0,60,15,208,25.0
342,Coffee_room_01,video (23),0,70,15,208,25.0
343,Coffee_room_01,video (23),0,80,15,208,25.0
344,Coffee_room_01,video (23),0,90,15,208,25.0
345,Coffee_room_01,video (23),0,100,15,208,25.0
346,Coffee_room_01,video (23),0,110,15,208,25.0
347,Coffee_room_01,video (23),0,120,15,208,25.0
348,Coffee_room_01,video (23),0,130,15,208,25.0
349,Coffee_room_01,video (23),0,140,15,208,25.0
350,Coffee_room_01,video (23),0,150,15,208,25.0
351,Coffee_room_01,video (23),0,160,15,208,25.0
352,Coffee_room_01,video (23),0,170,15,208,25.0
353,Coffee_room_01,video (23),1,180,15,208,25.0
354,Coffee_room_01,video (23),1,190,15,208,25.0
355,Coffee_room_01,video (23),1,200,15,208,25.0
356,Coffee_room_01,video (23),2,210,15,208,25.0
357,Coffee_room_01,video (23),2,220,15,208,25.0
358,Coffee_room_01,video (23),2,230,15,208,25.0
359,Coffee_room_01,video (23),0,240,15,208,25.0
360,Coffee_room_01,video (23),0,250,15,208,25.0
361,Coffee_room_01,video (23),0,260,15,208,25.0
362,Coffee_room_01,video (23),0,270,15,208,25.0
363,Coffee_room_01,video (23),0,280,15,208,25.0
364,Coffee_room_01,video (23),0,290,15,208,25.0
365,Coffee_room_01,video (24),0,0,15,208,25.0
366,Coffee_room_01,video (24),0,10,15,208,25.0
367,Coffee_room_01,video (24),0,20,15,208,25.0
368,Coffee_room_01,video (24),0,30,15,208,25.0
369,Coffee_room_01,video (24),0,40,15,208,25.0
370,Coffee_room_01,video (24),0,50,15,208,25.0
371,Coffee_room_01,video (24),0,60,15,208,25.0
372,Coffee_room_01,video (24),0,70,15,208,25.0
373,Coffee_room_01,video (24),0,80,15,208,25.0
374,Coffee_room_01,video (24),0,90,15,208,25.0
375,Coffee_room_01,video (24),0,100,15,208,25.0
376,Coffee_room_01,video (24),0,110,15,208,25.0
377,Coffee_room_01,video (24),0,120,15,208,25.0
378,Coffee_room_01,video (24),0,130,15,208,25.0
379,Coffee_room_01,video (24),0,140,15,208,25.0
380,Coffee_room_01,video (24),0,150,15,208,25.0
381,Coffee_room_01,video (24),0,160,15,208,25.0
382,Coffee_room_01,video (24),0,170,15,208,25.0
383,Coffee_room_01,video (24),1,180,15,208,25.0
384,Coffee_room_01,video (24),1,190,15,208,25.0
385,Coffee_room_01,video (24),1,200,15,208,25.0
386,Coffee_room_01,video (24),2,210,15,208,25.0
387,Coffee_room_01,video (24),2,220,15,208,25.0
388,Coffee_room_01,video (24),0,230,15,208,25.0
389,Coffee_room_01,video (24),0,240,15,208,25.0
390,Coffee_room_01,video (24),0,250,15,208,25.0
391,Coffee_room_01,video (25),0,0,15,136,25.0
392,Coffee_room_01,video (25),0,10,15,136,25.0
393,Coffee_room_01,video (25),0,20,15,136,25.0
394,Coffee_room_01,video (25),0,30,15,136,25.0
395,Coffee_room_01,video (25),0,40,15,136,25.0
396,Coffee_room_01,video (25),0,50,15,136,25.0
397,Coffee_room_01,video (25),0,60,15,136,25.0
398,Coffee_room_01,video (25),0,70,15,136,25.0
399,Coffee_room_01,video (25),0,80,15,136,25.0
400,Coffee_room_01,video (25),0,90,15,136,25.0
401,Coffee_room_01,video (25),1,100,15,136,25.0
402,Coffee_room_01,video (25),1,110,15,136,25.0
403,Coffee_room_01,video (25),1,120,15,136,25.0
404,Coffee_room_01,video (25),2,130,15,136,25.0
405,Coffee_room_01,video (25),2,140,15,136,25.0
406,Coffee_room_01,video (25),2,150,15,136,25.0
407,Coffee_room_01,video (25),2,160,15,136,25.0
408,Coffee_room_01,video (25),2,170,15,136,25.0
409,Coffee_room_01,video (25),0,180,15,136,25.0
410,Coffee_room_01,video (25),0,190,15,136,25.0
411,Coffee_room_01,video (25),0,200,15,136,25.0
412,Coffee_room_01,video (25),0,210,15,136,25.0
413,Coffee_room_01,video (25),0,220,15,136,25.0
414,Coffee_room_01,video (25),0,230,15,136,25.0
415,Coffee_room_01,video (25),0,240,15,136,25.0
416,Coffee_room_01,video (26),0,0,15,-1,25.0
417,Coffee_room_01,video (26),0,10,15,-1,25.0
418,Coffee_room_01,video (26),0,20,15,-1,25.0
419,Coffee_room_01,video (26),0,30,15,-1,25.0
420,Coffee_room_01,video (26),0,40,15,-1,25.0
421,Coffee_room_01,video (26),0,50,15,-1,25.0
422,Coffee_room_01,video (26),0,60,15,-1,25.0
423,Coffee_room_01,video (26),0,70,15,-1,25.0
424,Coffee_room_01,video (26),0,80,15,-1,25.0
425,Coffee_room_01,video (26),0,90,15,-1,25.0
426,Coffee_room_01,video (26),0,100,15,-1,25.0
427,Coffee_room_01,video (26),0,110,15,-1,25.0
428,Coffee_room_01,video (26),0,120,15,-1,25.0
429,Coffee_room_01,video (26),0,130,15,-1,25.0
430,Coffee_room_01,video (26),0,140,15,-1,25.0
431,Coffee_room_01,video (26),0,150,15,-1,25.0
432,Coffee_room_01,video (26),0,160,15,-1,25.0
433,Coffee_room_01,video (26),0,170,15,-1,25.0
434,Coffee_room_01,video (26),0,180,15,-1,25.0
435,Coffee_room_01,video (26),0,190,15,-1,25.0
436,Coffee_room_01,video (26),0,200,15,-1,25.0
437,Coffee_room_01,video (26),0,210,15,-1,25.0
438,Coffee_room_01,video (26),0,220,15,-1,25.0
439,Coffee_room_01,video (26),0,230,15,-1,25.0
440,Coffee_room_01,video (26),0,240,15,-1,25.0
441,Coffee_room_01,video (26),0,250,15,-1,25.0
442,Coffee_room_01,video (26),0,260,15,-1,25.0
443,Coffee_room_01,video (27),0,0,15,162,25.0
444,Coffee_room_01,video (27),0,10,15,162,25.0
445,Coffee_room_01,video (27),0,20,15,162,25.0
446,Coffee_room_01,video (27),0,30,15,162,25.0
447,Coffee_room_01,video (27),0,40,15,162,25.0
448,Coffee_room_01,video (27),0,50,15,162,25.0
449,Coffee_room_01,video (27),0,60,15,162,25.0
450,Coffee_room_01,video (27),0,70,15,162,25.0
451,Coffee_room_01,video (27),0,80,15,162,25.0
452,Coffee_room_01,video (27),0,90,15,162,25.0
453,Coffee_room_01,video (27),0,100,15,162,25.0
454,Coffee_room_01,video (27),0,110,15,162,25.0
455,Coffee_room_01,video (27),0,120,15,162,25.0
456,Coffee_room_01,video (27),1,130,15,162,25.0
457,Coffee_room_01,video (27),1,140,15,162,25.0
458,Coffee_room_01,video (27),1,150,15,162,25.0
459,Coffee_room_01,video (27),2,160,15,162,25.0
460,Coffee_room_01,video (27),2,170,15,162,25.0
461,Coffee_room_01,video (27),2,180,15,162,25.0
462,Coffee_room_01,video (27),0,190,15,162,25.0
463,Coffee_room_01,video (27),0,200,15,162,25.0
464,Coffee_room_01,video (27),0,210,15,162,25.0
465,Coffee_room_01,video (27),0,220,15,162,25.0
466,Coffee_room_01,video (27),0,230,15,162,25.0
467,Coffee_room_01,video (28),0,0,15,58,25.0
468,Coffee_room_01,video (28),0,10,15,58,25.0
469,Coffee_room_01,video (28),0,20,15,58,25.0
470,Coffee_room_01,video (28),1,30,15,58,25.0
471,Coffee_room_01,video (28),1,40,15,58,25.0
472,Coffee_room_01,video (28),2,70,15,58,25.0
473,Coffee_room_01,video (28),2,80,15,58,25.0
474,Coffee_room_01,video (28),0,90,15,58,25.0
475,Coffee_room_01,video (28),0,100,15,58,25.0
476,Coffee_room_01,video (28),0,110,15,58,25.0
477,Coffee_room_01,video (28),0,120,15,58,25.0
478,Coffee_room_01,video (28),0,130,15,58,25.0
479,Coffee_room_01,video (28),0,140,15,58,25.0
480,Coffee_room_01,video (28),0,150,15,58,25.0
481,Coffee_room_01,video (28),0,160,15,58,25.0
482,Coffee_room_01,video (29),0,0,15,296,25.0
483,Coffee_room_01,video (29),0,10,15,296,25.0
484,Coffee_room_01,video (29),0,20,15,296,25.0
485,Coffee_room_01,video (29),0,30,15,296,25.0
486,Coffee_room_01,video (29),0,40,15,296,25.0
487,Coffee_room_01,video (29),0,50,15,296,25.0
488,Coffee_room_01,video (29),0,60,15,296,25.0
489,Coffee_room_01,video (29),0,70,15,296,25.0
490,Coffee_room_01,video (29),0,80,15,296,25.0
491,Coffee_room_01,video (29),0,90,15,296,25.0
492,Coffee_room_01,video (29),0,100,15,296,25.0
493,Coffee_room_01,video (29),0,110,15,296,25.0
494,Coffee_room_01,video (29),0,120,15,296,25.0
495,Coffee_room_01,video (29),0,130,15,296,25.0
496,Coffee_room_01,video (29),0,140,15,296,25.0
497,Coffee_room_01,video (29),0,150,15,296,25.0
498,Coffee_room_01,video (29),0,160,15,296,25.0
499,Coffee_room_01,video (29),0,170,15,296,25.0
500,Coffee_room_01,video (29),0,180,15,296,25.0
501,Coffee_room_01,video (29),0,190,15,296,25.0
502,Coffee_room_01,video (29),0,200,15,296,25.0
503,Coffee_room_01,video (29),0,210,15,296,25.0
504,Coffee_room_01,video (29),0,220,15,296,25.0
505,Coffee_room_01,video (29),0,230,15,296,25.0
506,Coffee_room_01,video (29),0,240,15,296,25.0
507,Coffee_room_01,video (29),0,250,15,296,25.0
508,Coffee_room_01,video (29),1,260,15,296,25.0
509,Coffee_room_01,video (29),1,270,15,296,25.0
510,Coffee_room_01,video (29),1,280,15,296,25.0
511,Coffee_room_01,video (29),2,290,15,296,25.0
512,Coffee_room_01,video (3),0,30,15,222,25.0
513,Coffee_room_01,video (3),0,40,15,222,25.0
514,Coffee_room_01,video (3),0,50,15,222,25.0
