Joint1_X,Joint1_Y,Joint1_Z,Joint2_X,Joint2_Y,Joint2_Z,Joint3_X,Joint3_Y,Joint3_Z,Joint4_X,Joint4_Y,Joint4_Z,Joint5_X,Joint5_Y,Joint5_Z,Joint6_X,Joint6_Y,Joint6_Z,Joint7_X,Joint7_Y,Joint7_Z,Joint8_X,Joint8_Y,Joint8_Z,Joint9_X,Joint9_Y,Joint9_Z,Joint10_X,Joint10_Y,Joint10_Z,Joint11_X,Joint11_Y,Joint11_Z,Joint12_X,Joint12_Y,Joint12_Z,Joint13_X,Joint13_Y,Joint13_Z,Joint14_X,Joint14_Y,Joint14_Z,Joint15_X,Joint15_Y,Joint15_Z,Joint16_X,Joint16_Y,Joint16_Z,Joint17_X,Joint17_Y,Joint17_Z,Joint18_X,Joint18_Y,Joint18_Z,Joint19_X,Joint19_Y,Joint19_Z,Joint20_X,Joint20_Y,Joint20_Z,Joint21_X,Joint21_Y,Joint21_Z,Joint22_X,Joint22_Y,Joint22_Z,Joint23_X,Joint23_Y,Joint23_Z,Joint24_X,Joint24_Y,Joint24_Z,Joint25_X,Joint25_Y,Joint25_Z,Joint26_X,Joint26_Y,Joint26_Z,Joint27_X,Joint27_Y,Joint27_Z,Joint28_X,Joint28_Y,Joint28_Z,Joint29_X,Joint29_Y,Joint29_Z,Joint30_X,Joint30_Y,Joint30_Z,Joint31_X,Joint31_Y,Joint31_Z,Joint32_X,Joint32_Y,Joint32_Z,Joint33_X,Joint33_Y,Joint33_Z,0
0.438014328,0.602966189,0.00142839,0.44679597,0.594206929,0.000943765,0.449206293,0.596134484,-0.00373441,0.451530278,0.598099589,-0.000161419,0.4447321,0.588838875,0.00067292,0.445308089,0.5871737,-0.000475004,0.445949644,0.585563838,-0.002462199,0.465861022,0.608888388,0.000152353,0.45860973,0.591616571,0.000197876,0.445530295,0.621648788,-0.000604753,0.441334873,0.616257668,-0.000757313,0.486457616,0.710802317,-0.303667367,0.495079964,0.64855957,-0.125680402,0.495500445,0.85512805,-0.307068616,0.516466379,0.748361468,0.013043254,0.467983961,0.942072988,-0.320480019,0.488277167,0.805824101,0.006824003,0.467378646,0.965330303,-0.30125019,0.483436555,0.810454786,0.031273089,0.458675861,0.95817858,-0.305931836,0.478579462,0.815722823,0.0193829,0.460683376,0.947177649,-0.305720747,0.481373608,0.817551672,0.026598472,0.494211972,0.868707061,-0.072823517,0.500529468,0.83429414,0.075293943,0.492939651,0.967288017,0.183732241,0.496163458,0.925295889,0.341673583,0.506950021,1.039015293,0.37852487,0.503930807,0.990777314,0.537976861,0.519475579,1.054907918,0.361703098,0.512372494,1.00551784,0.517591476,0.471365333,1.052736282,0.320718169,0.473230749,0.999456644,0.46576938,0
0.439075023,0.603557706,0.001391441,0.448035628,0.595779896,0.000664723,0.450299919,0.597668946,-0.003528849,0.452472985,0.599588096,-0.000511151,0.446575671,0.591431081,0.000557579,0.44747135,0.590478897,-0.000686004,0.448415071,0.589556396,-0.002326634,0.467364967,0.611617148,0.000471957,0.461679697,0.597790778,4.54E-05,0.446117699,0.622657299,-0.000607035,0.442938983,0.618866205,-0.00088046,0.487974524,0.714489102,-0.291313976,0.499276757,0.649746239,-0.117048971,0.498179436,0.854806185,-0.282873064,0.514403999,0.732384503,0.024644641,0.465938479,0.941795468,-0.301619589,0.48008129,0.773575366,0.015439873,0.465779603,0.964677036,-0.27779597,0.475513935,0.773778141,0.040729403,0.456885368,0.958268881,-0.282880127,0.470514834,0.778202772,0.029028116,0.458225608,0.947601676,-0.283385545,0.472224981,0.782503307,0.038016841,0.498286247,0.873853564,-0.074373625,0.506397843,0.83723402,0.074857697,0.495120168,0.970481873,0.181309387,0.503056824,0.925082386,0.329395771,0.510208786,1.05152607,0.390965879,0.510186255,0.993156314,0.534205139,0.522179902,1.067919016,0.370312184,0.518582582,1.008187056,0.51172477,0.475652874,1.066640854,0.319539696,0.479022741,1.002115965,0.459220171,0
0.561096072,0.461644858,0.000657287,0.566056609,0.445520908,0.001547632,0.56847167,0.4451226,-0.003759408,0.570836544,0.44482246,-0.001077448,0.564097703,0.44428423,0.001289656,0.564739704,0.443180531,-0.00095577,0.565424263,0.442078948,-0.002028054,0.586747766,0.445439219,-0.000141966,0.578317642,0.442183375,0.000461737,0.572095335,0.474453181,-9.37E-06,0.56821245,0.473543584,0.000131983,0.630291939,0.528425097,-0.2547521,0.598068416,0.513348937,-0.06365703,0.646873057,0.646173298,-0.36010316,0.605262101,0.616020381,0.058310904,0.610338926,0.750075042,-0.356035322,0.585325003,0.694093466,0.120800123,0.607638478,0.777685106,-0.37164104,0.580178976,0.714116752,0.148131803,0.594251513,0.771432281,-0.374210268,0.576099455,0.716772854,0.136241838,0.59653455,0.760287821,-0.37192148,0.580184042,0.711006939,0.1377258,0.63348484,0.735661566,-0.072900034,0.612185597,0.724608123,0.088118367,0.639972568,0.882135332,0.101345338,0.61770159,0.855695784,0.324465007,0.659465551,1.010759354,0.248404458,0.640208125,0.966491222,0.485082239,0.675628066,1.0321064,0.249162465,0.653127849,0.987992644,0.478139132,0.612825871,1.048698425,0.220912278,0.601631999,0.992639422,0.447324127,0
0.438131571,0.602319837,0.001197152,0.446010202,0.594420254,0.0002935,0.448451847,0.596067905,-0.003388999,0.45082444,0.597727001,-0.000183197,0.443869889,0.590453565,0.000733182,0.444517583,0.589625657,-0.000286506,0.445188165,0.588851333,-0.002291329,0.465440273,0.608598828,0.000181962,0.457866549,0.596178651,0.000290849,0.446013987,0.619992137,-0.000493727,0.442202032,0.61681205,-0.00042634,0.491569132,0.712837696,-0.282565445,0.491323203,0.646886885,-0.111722432,0.495673686,0.853169978,-0.265966684,0.499233723,0.729151249,0.026471335,0.46678552,0.941443145,-0.291699678,0.459404111,0.743170738,0.001830014,0.469216108,0.965752482,-0.268001616,0.455955088,0.736182511,0.021964291,0.45840162,0.959623039,-0.275925487,0.447590709,0.738625169,0.010455444,0.457421422,0.947286785,-0.275658846,0.449893892,0.745578349,0.019995023,0.489546269,0.876148582,-0.072918698,0.491469771,0.84145242,0.075968079,0.495953232,0.973348856,0.142127305,0.491646975,0.922746003,0.333466083,0.517211795,1.020725131,0.312384456,0.501623929,0.977527916,0.486369222,0.528961658,1.030776262,0.295939624,0.511285245,0.989239097,0.474223495,0.489446163,1.038524508,0.269178689,0.47056818,0.992403805,0.438127398,0
0.436826855,0.603263855,0.001507199,0.444435,0.594198883,0.000994219,0.446761668,0.595648587,-0.003658218,0.449018836,0.597115278,3.49E-05,0.442631811,0.589777589,0.000242818,0.443339109,0.588446736,-0.000519668,0.44407627,0.587180853,-0.002502108,0.463716209,0.606943905,0.000263004,0.457814962,0.593208373,6.26E-05,0.445361823,0.621645451,-0.000701522,0.441979706,0.617718935,-0.000438933,0.484969854,0.711440921,-0.277291328,0.496578306,0.6464715,-0.10758739,0.491045892,0.85098809,-0.281064898,0.523197055,0.735542655,0.016822875,0.466208756,0.941838205,-0.305559337,0.50082767,0.773868203,0.015954131,0.468867362,0.965898514,-0.287025034,0.500890553,0.773581147,0.040313426,0.457535267,0.958059609,-0.292983949,0.493833482,0.776421487,0.029165229,0.457773834,0.945875406,-0.291372776,0.494242042,0.780865848,0.036423579,0.49345842,0.868335664,-0.068168968,0.500208735,0.835127234,0.073854432,0.508596003,0.967302501,0.139971673,0.507429242,0.908325672,0.352513283,0.543908417,1.013084054,0.251782387,0.524099648,0.960114062,0.442844689,0.556848168,1.023127556,0.247564852,0.534275174,0.972171426,0.445921987,0.524517715,1.032226563,0.250824541,0.499371052,0.973220289,0.438962996,0
0.43637526,0.599853098,0.001618864,0.446570307,0.592474997,0.000780895,0.449125558,0.594742239,-0.003205728,0.451580256,0.597045183,-0.000573787,0.444399893,0.587260723,0.001058832,0.445071965,0.585961759,-0.000679827,0.445784926,0.584693074,-0.002047812,0.467613727,0.609927475,0.000683919,0.459577352,0.592899323,0.000214133,0.443717033,0.619853735,-0.001022257,0.439690053,0.615078092,-0.001109474,0.490399688,0.713938534,-0.327371627,0.496483117,0.640794158,-0.139714211,0.498777211,0.854693711,-0.309836984,0.508805156,0.712544799,0.020985639,0.465091735,0.945587993,-0.334147483,0.472465038,0.740588009,-0.008711018,0.46795392,0.969557643,-0.306607008,0.469153941,0.73680371,0.019893136,0.457649827,0.964611232,-0.313275218,0.462890655,0.741783917,0.005628312,0.457200855,0.953448117,-0.314019889,0.46469298,0.748156071,0.017474996,0.493666112,0.87394315,-0.085026018,0.499714375,0.83215934,0.082567193,0.485604972,0.966136754,0.209417999,0.49086526,0.91743207,0.372003078,0.495601714,1.045729876,0.49305898,0.493394315,0.981321752,0.662543118,0.50606519,1.062419653,0.461428791,0.50112915,0.994678617,0.629680455,0.459253877,1.05544436,0.387246996,0.460208476,0.989212155,0.552782655,0
0.438207567,0.601474583,0.001508105,0.447984397,0.593839586,0.000847455,0.450628847,0.596250772,-0.003415631,0.453187406,0.59871304,-0.000473323,0.445254326,0.587589025,0.000722336,0.445663661,0.585696816,-0.000232637,0.446110666,0.583846807,-0.002610386,0.468424737,0.610239744,0.000268534,0.458873123,0.590246558,0.000419028,0.446157634,0.621919036,-0.000621043,0.441410005,0.615386188,-0.000642327,0.489021719,0.715580285,-0.316700846,0.493342698,0.640990555,-0.133977994,0.496544033,0.853105724,-0.333582491,0.502328932,0.72259599,0.016750531,0.467794716,0.941993356,-0.337380052,0.469166458,0.760724425,-0.000121024,0.469485819,0.962906837,-0.318995923,0.463576883,0.759294391,0.025493879,0.459569871,0.958083212,-0.324913353,0.458210677,0.764306426,0.011539234,0.460559517,0.947567344,-0.325211257,0.461657733,0.769744396,0.021687694,0.500048935,0.873044968,-0.074731432,0.506009102,0.835188329,0.075653322,0.510626495,0.965671599,0.198029846,0.518399239,0.911986709,0.342649758,0.538936377,1.026641965,0.392029613,0.54289788,0.966855645,0.550510526,0.554025173,1.040389776,0.375332773,0.553626895,0.979309857,0.531231403,0.507671833,1.039949179,0.33639425,0.519159436,0.973933578,0.477898687,0
0.439012438,0.606644392,0.000948296,0.446254581,0.597542346,0.000561892,0.448533565,0.598869741,-0.003553388,0.450743765,0.600216627,-0.000293445,0.444728196,0.593479037,0.000538154,0.445520818,0.592229962,-0.000220885,0.446368843,0.59104991,-0.002366022,0.465407908,0.610299349,0.000275745,0.460000694,0.59724766,8.49E-05,0.44714281,0.623307586,-0.000423817,0.443478465,0.619878769,-0.00095096,0.488278508,0.710916996,-0.289080381,0.498137951,0.653603077,-0.110397361,0.493010193,0.852841437,-0.279982895,0.512122989,0.743968964,0.021699192,0.468514621,0.939364851,-0.30361262,0.478769839,0.781447113,0.000749549,0.470823348,0.965323627,-0.280951291,0.475825757,0.784755647,0.019752203,0.461858302,0.959451973,-0.287955314,0.469159275,0.787123799,0.00813541,0.462291688,0.946597338,-0.287761629,0.471134633,0.788726211,0.015705809,0.484402895,0.876477778,-0.072716556,0.49017787,0.84401232,0.077216834,0.479373068,0.984180331,0.149543568,0.484908491,0.937772691,0.320963532,0.489017248,1.053796291,0.332312047,0.492928982,1.00388813,0.506438494,0.500789106,1.068915606,0.317050248,0.501193166,1.016893983,0.489936471,0.455687255,1.068532348,0.280929357,0.466024518,1.018331528,0.437700093,0
0.44274953,0.609344721,0.000598691,0.450251281,0.601733983,0.000845198,0.452498525,0.603721619,-0.003192954,0.454674125,0.605729222,-0.000161441,0.448365182,0.596051693,0.000436748,0.449197322,0.594236612,7.17E-05,0.450029671,0.592491269,-0.00229861,0.469041884,0.615274787,0.000463305,0.462768346,0.59703958,0.000227547,0.450115919,0.626436591,-0.000568896,0.446765393,0.621109724,-0.00052759,0.49679333,0.713353813,-0.273835033,0.48976779,0.644786954,-0.111087218,0.492251575,0.850385368,-0.263534784,0.498330832,0.73815304,0.014683831,0.464481086,0.940320849,-0.285589159,0.469787091,0.790374041,-0.038730774,0.467946947,0.967236698,-0.260089725,0.467589676,0.797266364,-0.021454349,0.45800674,0.960032225,-0.267697752,0.461690694,0.804175973,-0.035029076,0.456570953,0.946423054,-0.267738074,0.463853002,0.805385768,-0.025841,0.486431301,0.865947664,-0.07173907,0.483703345,0.830217004,0.073468991,0.483240157,0.968063176,0.108984575,0.483051568,0.908411205,0.284307152,0.499665737,1.014336586,0.284740537,0.494944721,0.957268715,0.502390146,0.510337651,1.024130702,0.271928251,0.503183782,0.967165291,0.490586162,0.47206232,1.029405594,0.239620805,0.47191298,0.971047759,0.44220522,0
0.437144279,0.604070842,0.000316387,0.445283711,0.597345233,0.001189194,0.447711438,0.599529147,-0.002453734,0.450076818,0.601721168,0.000143469,0.442666441,0.590943098,0.000428857,0.443548173,0.588917613,0.000391109,0.44441095,0.586904764,-0.002027341,0.465654194,0.613215327,0.001098717,0.458061904,0.592621565,0.000419719,0.445354223,0.624228358,-0.000550433,0.441844851,0.6182248,-0.000846752,0.498360038,0.714524925,-0.250924528,0.483212918,0.639835954,-0.109317929,0.498206019,0.844013453,-0.220350623,0.490486592,0.725788891,-0.001304585,0.467568576,0.927039623,-0.243553266,0.466691256,0.766916811,-0.073522151,0.47212702,0.952683926,-0.215199485,0.466240346,0.769964039,-0.055208758,0.459557533,0.942912638,-0.223589629,0.460646272,0.774199665,-0.0682282,0.457374364,0.929720163,-0.225764543,0.461299837,0.77729404,-0.056569964,0.488230407,0.851430655,-0.069255516,0.480775982,0.814258814,0.067225017,0.48804462,0.924278021,0.064865261,0.483906269,0.860251188,0.231803507,0.50527519,0.929168165,0.269511998,0.492188364,0.884268999,0.483649939,0.51275897,0.932502031,0.25072515,0.497917861,0.891708136,0.467692256,0.487468332,0.933080435,0.217588454,0.475839615,0.889425576,0.409041971,0
